,yrke
kyrkoherde i bettna (strängnäs stift),1
instrumentalist,1
social worker,1
pälshandlare,1
frenolog,1
ordförande i södermanlands soc. dem. vänsterpartidistrikt v.u. flen,1
benediktinmunk (abbot),1
vingrossist,1
gymastikdirektör,1
fiskeriintendent,1
anställd på hufvudstadsbladet,1
glasslipare,1
piano-maker,1
public health administrator,1
stridsflygare,1
prebendary,1
master of philosophy,1
advertisement agent,1
bokförmedlingen arbetets söner,1
kaplan,1
sportsman,1
psychical researcher,1
docent i uppsala,1
factory inspector,1
hälsovårdsinspektör,1
metallurgical chemist,1
slottspredikant,1
konsultatstjänsteman,1
skogsfogde,1
ingenjörofficer,1
litteratur- och religionshistoriker,1
bankofullmäktige,1
tysk dr. phil,1
baningenjör,1
rysk naturforskare,1
coachdriver,1
operakompositör,1
historian of agriculture,1
st louis,1
rättslärd,1
författare och översättare,1
författare och samhällsdebattör.,1
populärföreläserska,1
secretary of the treasury,1
fil.hedersdoktor,1
handelsföreståndare,1
lassarettsyssloman,1
varuhusdirektör,1
fotomodell,1
radiofysiker,1
cand. mag.,1
kontorchef,1
professor i litteraturhistoria.,1
lärare i geodesi och vattenavledning,1
dealer in fossils,1
criminologist,1
estate commissioner,1
kommendant i fredrikshamn,1
geological collector,1
förste provinsialläkare i göteborgs och bohus län,1
assistant coiner,1
rektor för uppsala universitet,1
usher of the court of receipts,1
sektionschef vid luftvärnslottorna,1
innehavare av allmänna advokatbrån,1
exegete,1
museumsinspektör,1
professor i byggnadsfunktionslära,1
krigshistoriker,1
författare och konstnär,1
statsgeolog,1
söderhavskung,1
headteacher,1
strömstad,1
skogsmarkforskare,1
metallarbetere,1
domkyrkoorganist i linköping,1
tjänsteman vid sthlms gasverk,1
byrettsdommer,1
tsar,1
contractor for railways and public works,1
generalkonsul i neapel,1
teaterproducent.,1
kyrkoherde i eslöv,1
landgreve,1
stiftsbibliotekarie,1
bageriidkare,1
husband,1
reformer,1
lantbrukslärare,1
skredsvik,1
tornerriddare,1
hovkonstgjutare,1
museumdirektör,1
kyrkohede,1
hydraulic engineer,1
generalmajor och chef för södra skånska infanteriregementet,1
hövding och författare,1
compiler of reference works,1
överste för kronprinsens regemente,1
överhovmästarinna,1
lokputsareförman,1
österlund & anderssons ab,1
sjukvårdsdirektör,1
anikvarie,1
förste länsassesor,1
professor of surgery,1
ekonomiadministratör,1
enheten för alumnkontakter,1
konsulatsekreterare,1
sekreterare i röda korset,1
scout,1
barnboksforskare,1
överrabin,1
mining financier,1
distriktstillsyningslärare,1
surgeon?,1
postsparbankschef,1
ingenjör?,1
kanslibiträde,1
fleet captain,1
sedemera kronprinsens regemente,1
biblioteksman i göttingen,1
stabsryttmästare,1
mästerlots,1
universitetslärare i halle,1
förste hovmarskalk,1
folkhögskoleföreståndare (hvilan),1
klockspelare,1
solo dancer,1
principal teacher,1
skolchef,1
rektor för lunds universitet 1977-1980,1
programråd,1
partiledare,1
universitetssekr.,1
astrophysicist,1
medical scientist,1
högalids s.d.u.k.,1
lord chancellor of ireland,1
social commentator,1
medeltidshistoriker,1
pensionaris,1
lay clerk,1
biblioteksman i wien,1
lyrikuppläsare,1
bridge player,1
teacher of singing,1
docent vid humboldtakademien i berlin,1
läroverk. adjunkt,1
bagarmästare,1
gunner,1
inspector-general of army hospitals,1
inläsare för radio,1
ledamot,1
urfabrikör,1
adventurer,1
persian scholar,1
king of etruria,1
personalkonsulent,1
historisk författare,1
kronoarrendator,1
stiftamtmand,1
cooper,1
corset maker,1
stadsfullmäktig,1
lobbyist,1
professor i molekylär neurobiologi vid lunds universitet,1
songwriter,1
universitetslärare i königsberg.,1
landskapsarkitekt,1
amiralitetspastor,1
inköpschef,1
arkivarie i colmar och freiburg,1
lanträntmästare i kopparbergs län,1
barcelona,1
stadsassessor,1
m m,1
1964-1967,1
domprost i västerås,1
journalist och skriftställare.,1
författare. ledamot i 1969 års psalmbokskommitté.,1
landskanslist,1
innehavare av konstsalong rålambshow,1
översättare?,1
daguerreotypist,1
professors titel,1
universitetslärare i florens,1
instuderingslärare,1
försäkringsjurist,1
vaerktøjsmaskiner,1
senare graveröd,1
universitetsdirektör,1
bitr. universitetslektor,1
fogde,1
parliamentary draftsman,1
adjunkt vid lunds universitet,1
radiotelegrafist,1
huvudbokhållare,1
konsulattjänsteman,1
sekr. i mäster-olofsgården,1
utg. av esaias tegnérs brev,1
master painter,1
rättsvetenskap och genusvetenskap,1
museivaktmästare vid göteborgs museum.,1
senare grosshandlare,1
biskop i linköping,1
queen,1
flykting från riga,1
tysk bankir,1
professor i onkologi,1
direktör för le figaro,1
bibliotekskonsulent,1
education instructor,1
småskollärare,1
direktör?,1
biträdande länsarkitekt,1
professor vid konstakademien från 1873,1
prison administrator,1
glaciolog,1
studerande i usa,1
rektor för lunds universitet 1970-77,1
turner,1
univ.lärare i oslo,1
hospital secretary,1
konstsmed,1
professor i litteraturhistoria,1
tonsättareoch pedagog.,1
count of burgundy,1
"""colonial manager""",1
brigadör,1
numismat,1
kamrer i marstrands sparbank,1
arkivbiträde vid landsarkivet i lund 1919‒1937,1
sekr. i distriktsrat. for arbeitstilsynet,1
abbot vid cisterciensklostret i bonneval i rodez i frankrike,1
emperor of china,1
sceninspektör,1
zoologist. correspondent of linnaeus.,1
transports internationaux,1
pensionerad kriminalkonstapel,1
dean of llandaff,1
litterär sekreterare,1
trädgårdsdirektör,1
dansk skådespelerska,1
extra ordinarie lantmätare,1
circumnavigator,1
generalsekreterare i cooperation (service de prese pour le rapprochement international),1
överpostdirektör,1
abbé,1
professor i göteborg,1
dean of exeter,1
förste livmedikus,1
konsistorienotarie,1
docent vid lunds universitet,1
commissioner of the treasury,1
inspector of ancient monuments ...,1
anställd vid ab robo,1
präst skolman,1
army physician,1
engelsk fotograf,1
braunschweig,1
mjölnarmästare,1
med stud,1
posttjänstman,1
skolkassör,1
collector of geological specimens,1
vice häradshövsing,1
skutskärs lokala samorganisation,1
komminister i eksjö.,1
klassiker,1
gruvarbetare och sjöman,1
assistent i landsoverskatteraadet,1
apostle of the catholic apostolic church,1
ecklesiastikminister,1
historiker. fil dr,1
kemigraf,1
förste hovmarskalk,1
seneschal,1
naval surveyor,1
slavery abolitionist,1
founder,1
freds- och konfliktforskare,1
lotskapten,1
writer on coinage,1
förste järnvägskontorist,1
väckelsepredikant,1
e. o. hovrättsnotarie,1
fv. landshövding,1
lasarettsläkare,1
kyrkoherde i ekebyborna,1
kusk,1
riksgäldskommissarie,1
pisciculturist,1
littd,1
porftrait painter,1
brämhult,1
regementsintendent,1
västanfors nykterhetsförening,1
captain.,1
odont dr,1
direktör london museum,1
sekreterare hos justitiekanslern,1
stadsombudsman,1
1273-1299,1
baryton,1
locksmith,1
museilektor,1
förste kartassistent,1
farmd,1
ärkebiskop emeritus,1
övermekaniker vid kanalbolaget,1
philosopher of science,1
fv premiärminister,1
reproduktionstekniker,1
svensk militär,1
stadsläkare i ystad,1
orthopedian,1
palaeoanthropologist,1
byggnadschef,1
lasarettssyssloman,1
leader writer,1
kyrkoherde i v. karleby,1
ecclesiastical historian,1
konstnär och glasformgivare,1
zionist,1
språk- och litteraturforskare,1
reklamkonsulent,1
anställd i petroleumbranschen.,1
freiheit. korrespondenz journal peiodique,1
sthlms lokala samorganisation,1
docent i matematik vid lunds universitet,1
baron of the exchequer,1
övermaskinist,1
professor vid handelshögskolorna i münchen,1
åbo akademis studentkår,1
stained-glass artist,1
expert på orientaliska mattor,1
åkeridirektör,1
jägare,1
överintendent och chef för hovförvaltningen.,1
arbetsterapeut,1
etatsråd,1
anläggningsarbetare,1
föreståndare för brunnviks folkhögskola,1
professor i nordisk och jämförande fornkunskap,1
livdrabant,1
konst- och litteraturkritiker,1
new york,1
animal painter,1
hovreporter,1
arctic yachtsman,1
carrier,1
tulldistriktchef,1
växtpatolog,1
tillverkare av insatsvikter.,1
heraldisk konstnär,1
dr soc,1
programchef vid sveriges radio.,1
e.o. hovrättsnotarie,1
nervläkare,1
författare och professor i franska,1
seminarielektor,1
rektor.,1
fattigvårdsassistent,1
surgeon's mate,1
hovtraktör,1
it-chef,1
balettchef,1
founder of charity schools,1
lecturer in greek,1
kommendant,1
electropathologist,1
förbundsjurist,1
förste kammarskrivare,1
kamrér,1
justerare av besman och vikter,1
underläkare,1
court painter,1
förste intendent på malmö museum,1
universitetslärare i bern,1
professor i botanik och praktisk ekonomi,1
hertiginna av västergötland,1
kapten och chef för sundsvalls kompani,1
fellow,1
danskritiker,1
vice auditör,1
precious stones collector,1
juris doktor,1
politisk sekreterare,1
bokytryckare,1
ordförande i det nationella tunisiska advokatsamfundet,1
stortingsbibliotekarie,1
oversterettssakförer,1
naturskyddsman,1
kyrkoherde i runtuna,1
kyrkoherde i millesvik,1
patriot,1
skrädderiföreståndare,1
hovjunker,1
secretary of virginia,1
damaskerare,1
såsom vågar,1
professor vid univ. i helsingfors,1
hovtjänsteman,1
anti-vivisectionist,1
city remembrancer,1
överlärare i göteborg,1
redigerare,1
wool merchant,1
trafikmästare,1
fritänkare,1
pensionatsinnehavare,1
ingeniörarkitektur,1
champion walker,1
tea,1
secretary of the athenaeum club,1
cigar maker,1
baronessa,1
lantmäteriaskultant,1
domestic worker,1
berlin och slutl. i london,1
professor i graz,1
reservkapten,1
dansk språkforskare,1
hovfurir,1
professor i ekonomisk geografi vid handelshögskolan i göteborg.,1
telephone operator,1
fv universitetskansler,1
librarian at the uppsala university library.  son of lars arrhenius,1
independent labour party:s generalsekreterare,1
slottsarkitekt,1
vicar at funbo,1
stadskemist,1
horticultural writer,1
school proprietor,1
musical historian,1
and chairman of the board.,1
kung av norge,1
svenska amerika linien,1
järnvägsarbetare,1
afrikaforskare,1
mjölnare,1
writer on printing,1
professorska,1
lektor i metodik,1
